"tBodyAcc.mean...X" "tBodyAcc.mean...Y" "tBodyAcc.mean...Z" "tBodyAcc.std...X" "tBodyAcc.std...Y" "tBodyAcc.std...Z" "tGravityAcc.mean...X" "tGravityAcc.mean...Y" "tGravityAcc.mean...Z" "tGravityAcc.std...X" "tGravityAcc.std...Y" "tGravityAcc.std...Z" "tBodyAccJerk.mean...X" "tBodyAccJerk.mean...Y" "tBodyAccJerk.mean...Z" "tBodyAccJerk.std...X" "tBodyAccJerk.std...Y" "tBodyAccJerk.std...Z" "tBodyGyro.mean...X" "tBodyGyro.mean...Y" "tBodyGyro.mean...Z" "tBodyGyro.std...X" "tBodyGyro.std...Y" "tBodyGyro.std...Z" "tBodyGyroJerk.mean...X" "tBodyGyroJerk.mean...Y" "tBodyGyroJerk.mean...Z" "tBodyGyroJerk.std...X" "tBodyGyroJerk.std...Y" "tBodyGyroJerk.std...Z" "tBodyAccMag.mean.." "tBodyAccMag.std.." "tBodyAccMag.mad.." "tBodyAccMag.max.." "tBodyAccMag.min.." "tBodyAccMag.sma.." "tBodyGyroMag.std.." "tBodyGyroMag.mad.." "tBodyGyroMag.max.." "tBodyGyroMag.min.." "tBodyGyroMag.sma.." "tBodyGyroMag.energy.." "fBodyAcc.sma.." "fBodyAcc.energy...X" "fBodyAcc.energy...Y" "fBodyAcc.energy...Z" "fBodyAcc.iqr...X" "fBodyAcc.iqr...Y" "fBodyAcc.bandsEnergy...33.40.1" "fBodyAcc.bandsEnergy...41.48.1" "fBodyAcc.bandsEnergy...49.56.1" "fBodyAcc.bandsEnergy...57.64.1" "fBodyAcc.bandsEnergy...1.16.1" "fBodyAcc.bandsEnergy...17.32.1" "fBodyAccJerk.energy...X" "fBodyAccJerk.energy...Y" "fBodyAccJerk.energy...Z" "fBodyAccJerk.iqr...X" "fBodyAccJerk.iqr...Y" "fBodyAccJerk.iqr...Z" "fBodyAccJerk.bandsEnergy...41.48.1" "fBodyAccJerk.bandsEnergy...49.56.1" "fBodyAccJerk.bandsEnergy...57.64.1" "fBodyAccJerk.bandsEnergy...1.16.1" "fBodyAccJerk.bandsEnergy...17.32.1" "fBodyAccJerk.bandsEnergy...33.48.1" "fBodyGyro.energy...Y" "fBodyGyro.energy...Z" "fBodyGyro.iqr...X" "fBodyGyro.iqr...Y" "fBodyGyro.iqr...Z" "fBodyGyro.entropy...X" "fBodyGyro.bandsEnergy...49.56.1" "fBodyGyro.bandsEnergy...57.64.1" "fBodyGyro.bandsEnergy...1.16.1" "fBodyGyro.bandsEnergy...17.32.1" "fBodyGyro.bandsEnergy...33.48.1" "fBodyGyro.bandsEnergy...49.64.1" "fBodyBodyAccJerkMag.sma.." "fBodyBodyAccJerkMag.energy.." "fBodyBodyAccJerkMag.iqr.." "fBodyBodyAccJerkMag.entropy.." "fBodyBodyAccJerkMag.maxInds" "fBodyBodyAccJerkMag.meanFreq.." "label" "subject"
0.277330758736842 -0.0173838185273684 -0.111148103547368 -0.283740258842105 0.114461336747368 -0.260027902210526 0.935223201473684 -0.282165021263158 -0.068102864 -0.976609642526316 -0.971305961473684 -0.947717226105263 0.0740416333157895 0.0282721095884211 -0.00416840617789474 -0.113615602435789 0.0670025007684211 -0.502699788526316 -0.041830963526 -0.0695300462115789 0.0849448173042105 -0.473535485894737 -0.0546077686594737 -0.344266629473684 -0.0899975423705263 -0.0398428709463158 -0.0461309295021053 -0.207421854757895 -0.304468510631579 -0.404255452631579 -0.136971176556842 -0.219688645631579 -0.297425837894737 -0.185622917873684 -0.723198333789474 -0.136971176556842 -0.186978364526316 -0.0623623725688421 -0.350675312526316 -0.557639276905263 -0.160979552536842 -0.611638923789474 -0.0354744933247368 -0.739236241052632 -0.370279522105263 -0.716622367578947 -0.158366193475789 -0.185228109780842 -0.689347963157895 -0.667835005842105 -0.671316375368421 -0.837466570105263 -0.400159856631579 -0.525604361789474 -0.599643681052632 -0.420667746210526 -0.868725562842105 -0.106499912390526 -0.306844827821053 -0.535116909894737 -0.662361542842105 -0.747466139368421 -0.919663361052632 -0.382938411473684 -0.541679318147368 -0.652947204631579 -0.549239022736842 -0.781662639578947 -0.336360720178947 -0.243421509210526 -0.356793381225263 0.555892297894737 -0.808212960631579 -0.893658334105263 -0.591157856105263 -0.773072162842105 -0.898400566 -0.819137398631579 -0.0571194000343158 -0.558850868210526 -0.221993458818947 0.478205569578947 -0.890726813052632 0.0938221807027368 "WALKING" 1
0.255461689622641 -0.0239531492643396 -0.0973020020943396 -0.35470802509434 -0.00232026501698113 -0.0194792388471698 0.89335109754717 -0.362153364339623 -0.075402939754717 -0.956367027924528 -0.952849233207547 -0.912379410377358 0.101372729922642 0.0194863076188679 -0.0455625449113208 -0.446843887735849 -0.378274426037736 -0.706593530943396 0.050549379754717 -0.166170015088679 0.0583595463981132 -0.544871104528302 0.00410518379811321 -0.50716867490566 -0.122232768011321 -0.0421485884509434 -0.0407125527654717 -0.614786508490566 -0.601696656226415 -0.606332002264151 -0.129927630735849 -0.324970929245283 -0.388241179056604 -0.289771882150943 -0.766684412830189 -0.129927630735849 -0.14861931805283 -0.0405582347754717 -0.319139034830189 -0.541697763669811 -0.126735589969811 -0.572385900188679 -0.258957378867925 -0.788519948301887 -0.492419166037736 -0.509808030188679 -0.390413756415094 -0.440850306037736 -0.885754545471698 -0.856208178867925 -0.878688861132075 -0.92064595509434 -0.464753602264151 -0.854581878113208 -0.842448813962264 -0.799442904339623 -0.952646290188679 -0.424586801320755 -0.541857141132076 -0.711777370377358 -0.866527347169811 -0.922287845660377 -0.976075870566038 -0.77459643245283 -0.85630577245283 -0.874492648301887 -0.491157125471698 -0.871914843773585 -0.547510032641509 -0.501566639811321 -0.497092438867925 0.404000750943396 -0.936261724528302 -0.955562823396226 -0.429201825471698 -0.928497336037736 -0.97366994245283 -0.935950792264151 -0.44265216245283 -0.856924999622641 -0.477265619811321 0.193028584981132 -0.887391430943396 0.085352409154717 "WALKING_UPSTAIRS" 1
0.289188320408163 -0.00991850461020408 -0.107566190908163 0.0300353383483878 -0.0319359434489796 -0.230434213204082 0.931874418979592 -0.266610338979592 -0.0621199585938775 -0.950559811632653 -0.937018658979592 -0.895939695102041 0.0541553164897959 0.0296504490408163 -0.0109719730183673 -0.012283860544898 -0.101601390640816 -0.345735032326531 -0.0350781902989796 -0.0909371290204082 0.0900850142030612 -0.458030542938775 -0.126349194938775 -0.124702454242857 -0.0739592036271429 -0.0439902783367347 -0.0270461061061224 -0.487027342244898 -0.238824827530612 -0.268761480242857 0.0271882914106122 0.0198843506265306 -0.100138189163265 0.0705248087877551 -0.686448479795918 0.0271882914106122 -0.225724368061224 -0.15534898355102 -0.264113724530612 -0.371792477204082 -0.0757412543673469 -0.549353333061224 0.0965639087530612 -0.463148588163265 -0.514719307346939 -0.692596075102041 0.0363735707244898 -0.133422500326531 -0.738145384693878 -0.712886524714286 -0.775069688163265 -0.904195510612245 -0.548012794081633 -0.58529347244898 -0.504582398367347 -0.581583768163265 -0.773491537959184 0.0905159982783673 -0.292319346204082 -0.363256670857143 -0.687767608979592 -0.814841205918367 -0.940712602244898 -0.641637814285714 -0.583363119591837 -0.682500570408163 -0.611982061632653 -0.610279082857143 -0.365490822544898 -0.158696936885714 -0.0816266474879592 0.53348314755102 -0.717442830918367 -0.891776241632653 -0.678113930816327 -0.769576615714286 -0.767188392244898 -0.754532222857143 0.0262184949326531 -0.510686984489796 -0.143958239820408 0.52455081244898 -0.893747971836735 0.0764915474326531 "WALKING_DOWNSTAIRS" 1
0.261237565425532 -0.00130828765170213 -0.104544182255319 -0.977229008297872 -0.922618641914894 -0.93958629106383 0.831509933404255 0.204411592680851 0.332043702765957 -0.968457145744681 -0.935517055957447 -0.949040933191489 0.0774825199574468 -0.000619102785106384 -0.00336779235021277 -0.986430711276596 -0.981371965319149 -0.987910804468085 -0.045350056512766 -0.0919241549361702 0.0629313811914894 -0.977211283191489 -0.966473895319149 -0.941425920851064 -0.0936793807234043 -0.0402118124255319 -0.046702627 -0.99173159212766 -0.989518068510638 -0.987935806382979 -0.948536786170213 -0.927078418723404 -0.931385653829787 -0.942435142340426 -0.985275725957447 -0.948536786170213 -0.934531840425532 -0.923507247021277 -0.952083671702128 -0.918766718297872 -0.93089249 -0.989705120851064 -0.96181318893617 -0.998340790425532 -0.985084336808511 -0.987991313829787 -0.983515727446808 -0.976732255957447 -0.997054629574468 -0.995825439361702 -0.99390455787234 -0.99189924 -0.983731120425532 -0.99848763 -0.999456059361702 -0.999202159787234 -0.999569878297872 -0.984963533191489 -0.985174057446809 -0.98519764893617 -0.999210299574468 -0.999706169148936 -0.999935161276596 -0.999236974680851 -0.999323927021277 -0.999248370425532 -0.99427516106383 -0.992913348723404 -0.987099475744681 -0.987508985744681 -0.978395126382979 -0.801088654234043 -0.999595315744681 -0.999623086808511 -0.993235808723404 -0.999789094468085 -0.99986267787234 -0.999552301489362 -0.985262126808511 -0.999058592340425 -0.987041365744681 -0.959589706170213 -0.816953732297872 0.351852201957447 "SITTING" 1
0.278917629056604 -0.0161375901037736 -0.110601817735849 -0.995759901509434 -0.973190056415094 -0.979775876981132 0.942952000377358 -0.272983832264151 0.0134905823226415 -0.99376298509434 -0.981225957924528 -0.976324063584906 0.0753766542264151 0.00797573092830189 -0.00368524954709434 -0.994604542264151 -0.98564873245283 -0.992251177358491 -0.0239877347979245 -0.0593972209811321 0.074800751 -0.987191946603774 -0.98773444 -0.980645626981132 -0.0996092129056604 -0.0440627877924528 -0.0489505466716981 -0.992945106981132 -0.995137917358491 -0.992108467169811 -0.984278207358491 -0.981942928867925 -0.982814583962264 -0.982402999811321 -0.993111619622641 -0.984278207358491 -0.978690028679245 -0.975841133584906 -0.982624988867924 -0.976637274528302 -0.976493792830189 -0.999039343207547 -0.988739688679245 -0.999959034528302 -0.998733756037736 -0.999100681132076 -0.993305557358491 -0.985988165660377 -0.999416590566038 -0.999429763018868 -0.99938865 -0.999424353207547 -0.99864807 -0.999709533207547 -0.99994515490566 -0.999730950566038 -0.999850634339623 -0.992559703396226 -0.988364029056604 -0.989311233018868 -0.999589781886792 -0.999726313018868 -0.999947787735849 -0.999815894150943 -0.999738624339623 -0.999569798490566 -0.999801572264151 -0.999443788113208 -0.991450380377358 -0.993415117358491 -0.988907299811321 -0.747306979811321 -0.999780350943396 -0.999779429622642 -0.99977727490566 -0.999979176981132 -0.99994425245283 -0.999750086037736 -0.99254247754717 -0.99988479 -0.991292041320755 -0.996658396226415 -0.878406707924528 0.422220102264151 "STANDING" 1
0.22159824394 -0.0405139534294 -0.11320355358 -0.9280564692 -0.83682740562 -0.826061401628 -0.24888179828 0.70554977346 0.4458177198 -0.8968300184 -0.90772000676 -0.85236629022 0.0810865342 0.0038382040088 0.010834236361 -0.958482112 -0.9241492736 -0.9548551108 -0.016553093978 -0.064486124088 0.14868943626 -0.87354386782 -0.9510904402 -0.9082846626 -0.107270949192 -0.04151728689 -0.0740501211 -0.9186085208 -0.9679072436 -0.9577901596 -0.8419291525 -0.79514486386 -0.81016936098 -0.82747922 -0.9473611532 -0.8419291525 -0.81901016976 -0.83451699672 -0.82981881602 -0.9096779542 -0.874759548 -0.964633562 -0.8915852114 -0.9897355792 -0.931976485 -0.9421187546 -0.9483430226 -0.9354206258 -0.9695500606 -0.9820552998 -0.9623414098 -0.98447231 -0.9263861344 -0.9917552558 -0.9961063592 -0.9834040584 -0.9945832594 -0.9529067058 -0.9415874488 -0.954782115 -0.9846655826 -0.9712728648 -0.9980884378 -0.9826724116 -0.9924526128 -0.9749225354 -0.9948906594 -0.9861948752 -0.9110111635822 -0.9569886196 -0.9364442664 -0.5229729321 -0.996863674 -0.9975301714 -0.9953717078 -0.9974652768 -0.9985729382 -0.9967256638 -0.9333003608 -0.9851434762 -0.9482521982 -0.8270531004 -0.8355555564 0.26639115416 "LAYING" 1
0.276426586440678 -0.0185949199145763 -0.105500357966102 -0.423642838474576 -0.0780912533118644 -0.425257524915254 0.91301733338983 -0.34660709 0.0847270871186441 -0.972693201355932 -0.972116879661017 -0.972072847627119 0.0618080696279661 0.0182492679288136 0.00789533706610169 -0.277530462620339 -0.0166022362847458 -0.586090418983051 -0.0530258157347458 -0.0482382316949153 0.0828336633220339 -0.561550255762712 -0.53845366779661 -0.481085535084746 -0.0818833429152542 -0.0538299449067797 -0.0514939156830508 -0.389549831525424 -0.634140436101695 -0.435492677288136 -0.290407593728814 -0.422544169322034 -0.494211893728814 -0.295146615084746 -0.682499111525424 -0.290407593728814 -0.553019916271186 -0.529044591694915 -0.543651467966102 -0.645853513050847 -0.446549092881356 -0.841020257627119 -0.184280001627119 -0.830778074915254 -0.566292304745763 -0.827136330847458 -0.265866825644068 -0.137672917857627 -0.730819317101695 -0.714132015254237 -0.773740214847458 -0.871577805305085 -0.656667921016949 -0.331637071576271 -0.731834155762712 -0.498938397813559 -0.908319897288136 -0.253739964061017 -0.287090960677966 -0.609037813728814 -0.710513266101695 -0.832179497457627 -0.908321238644068 -0.735230353050847 -0.276711503016949 -0.696912997966102 -0.891490041186441 -0.862388859152542 -0.381368661610169 -0.609887510677966 -0.40288147 0.528886155932203 -0.945179583389831 -0.979316461864407 -0.906744473898305 -0.935932219152542 -0.976833017966102 -0.952511382372881 -0.169064352813559 -0.637578037627119 -0.293945305101695 0.396208539661017 -0.88431530440678 0.20750092670339 "WALKING" 2
0.247164790395833 -0.0214121132045833 -0.152513899520833 -0.304376406458333 0.108027279889583 -0.112121021220833 0.790717418541667 -0.416214890416667 -0.195888238891667 -0.934407739791667 -0.92376745375 -0.878004056875 0.0744507839572917 -0.00970985514333333 0.01948143925 -0.276121886479167 -0.185648954220833 -0.5737463525 -0.0576912634583333 -0.0320883097395833 0.0688374021666667 -0.439253058958333 -0.466298336666667 -0.163995791679167 -0.0828858001333333 -0.0424053708458333 -0.0445157481625 -0.464854363125 -0.645491337708333 -0.467595961041667 -0.107322679520833 -0.205977045295833 -0.361505067708333 -0.0600265865333333 -0.62540558625 -0.107322679520833 -0.377532167604167 -0.3131551213125 -0.443428122708333 -0.447090845 -0.219713472958333 -0.683220731041667 -0.07548675531875 -0.752867485416667 -0.378177679375 -0.580372781666667 -0.222943865379583 -0.249013494347917 -0.725400378541667 -0.710888890416667 -0.803098173333333 -0.918413150833333 -0.378193088541667 -0.670217472916667 -0.729342128333333 -0.65173714 -0.89926318375 -0.158383499715833 -0.358913722691667 -0.58211662875 -0.679286779583333 -0.827432829166667 -0.966854190625 -0.733700012916667 -0.63429230375 -0.672308895895833 -0.854192194375 -0.617265502145833 -0.397407960625 -0.57044902125 -0.378884441041667 0.58049497125 -0.932900711458333 -0.977020271458333 -0.854108372708333 -0.953860488541667 -0.945937928125 -0.942887247916667 -0.189511136902083 -0.681227284583333 -0.310167393791667 0.407292974166667 -0.89814814375 -0.0119168233583333 "WALKING_UPSTAIRS" 2
0.27761534806383 -0.0226614158361702 -0.116812942382979 0.0463666814446808 0.262881788951064 -0.10283790806383 0.861831345531915 -0.325780100638298 -0.0438890162723404 -0.940361759574468 -0.940068525531915 -0.931438313191489 0.110040615569574 -0.00327959081489362 -0.0209351677765957 0.147249143238298 0.126828014557447 -0.340122023191489 -0.11594735287234 -0.00482329231914894 0.097173808906383 -0.320789230008511 -0.415739144893617 -0.279418388042553 -0.0581038498510638 -0.0421470257531915 -0.0710229816893617 -0.243940592553192 -0.469396701106383 -0.218266318606383 0.0899511204978723 0.215586334889362 0.00163716701340425 0.301383105659574 -0.597836071914894 0.0899511204978723 -0.274844110531915 -0.210738830151064 -0.322418155106383 -0.48363517993617 -0.162188586930426 -0.618526884680851 0.2514480242 -0.442673706170213 -0.184752994225532 -0.568625051276596 0.170782980404255 0.0702702713440426 -0.573552626404255 -0.538669633574468 -0.67997346893617 -0.886069098085106 -0.227936056 -0.362868423787234 -0.324913726946808 -0.340952940106383 -0.769482255531915 0.302309311617021 -0.130647488980851 -0.34957233712766 -0.4759058409 -0.711238568723404 -0.929073911276596 -0.432024990821277 -0.355820739574468 -0.471360726823404 -0.822805715106383 -0.735108710638298 -0.163268227410638 -0.394027782744681 -0.0271484814489362 0.681540866808511 -0.837567841489362 -0.955613348723404 -0.86380582 -0.87544976106383 -0.894341293404255 -0.86661460893617 0.222247409576596 -0.223218750617021 -0.0324478642829787 0.627463399574468 -0.890577504042553 0.0188355111404255 "WALKING_DOWNSTAIRS" 2
0.27708735173913 -0.0156879937282609 -0.109218272456522 -0.986822279565217 -0.950704499130435 -0.95982817173913 0.940477273043478 -0.105630024498783 0.19872676876087 -0.979988760869565 -0.956750273043478 -0.954415873043478 0.0722564387173913 0.0116954511323913 0.00760546929869565 -0.988055854130435 -0.977983955434783 -0.98751821173913 -0.0454706620434783 -0.0599286797043478 0.0412277462173913 -0.985742027826087 -0.978919526956522 -0.959803708695652 -0.0936328412826087 -0.0415602029130435 -0.04358509665 -0.989709023043478 -0.990889614782609 -0.985542325652174 -0.967893623913043 -0.953081444130435 -0.958719576521739 -0.956137428478261 -0.990243419782609 -0.967893623913043 -0.961313624130435 -0.956461792608696 -0.964999863695652 -0.918991640217391 -0.946035087173913 -0.994171981304348 -0.97274242 -0.999344693695652 -0.994452909565217 -0.995901580217391 -0.986237689347826 -0.978071056521739 -0.99806029326087 -0.997441556086957 -0.996324860869565 -0.996005094347826 -0.994042474565217 -0.999105745869565 -0.999794075217391 -0.999464775869565 -0.999705476304348 -0.985456146521739 -0.983247361086957 -0.984353878913043 -0.999229337391304 -0.999271016521739 -0.999817008478261 -0.999714945 -0.999387580652174 -0.999228367826087 -0.999633516521739 -0.998153853043478 -0.986268040217391 -0.987966399130435 -0.975792802608696 -0.719561551521739 -0.999752941086957 -0.999818531304348 -0.999601490434783 -0.999933072173913 -0.999929486956522 -0.99974776826087 -0.983874698913043 -0.999584046521739 -0.983557706086956 -0.961771542391304 -0.867494824130435 0.280062423956522 "SITTING" 2
